129.834084,0.01
129.882981,0.02
129.886338,0.03
129.900725,0.04
129.912527,0.05
129.91998099999998,0.06
129.922381,0.07
129.931342,0.08
129.93482,0.09
129.944702,0.1
129.95490600000002,0.11
129.96266400000002,0.12
129.975386,0.13
129.980671,0.14
129.996295,0.15
130.007284,0.16
130.010653,0.17
130.019791,0.18
130.020992,0.19
130.021516,0.2
130.02374799999998,0.21
130.028143,0.22
130.03065,0.23
130.03115000000003,0.24
130.03262600000002,0.25
130.038881,0.26
130.047306,0.27
130.049701,0.28
130.051852,0.29
130.056329,0.3
130.06042300000001,0.31
130.070315,0.32
130.074261,0.33
130.07605,0.34
130.079145,0.35
130.083327,0.36
130.08642500000002,0.37
130.09790600000002,0.38
130.104007,0.39
130.108418,0.4
130.11161399999997,0.41
130.115601,0.42
130.11731200000003,0.43
130.12106400000002,0.44
130.125232,0.45
130.129902,0.46
130.131685,0.47
130.13333899999998,0.48
130.140863,0.49
130.149485,0.5
130.15792000000002,0.51
130.161382,0.52
130.164421,0.53
130.166055,0.54
130.167632,0.55
130.170694,0.56
130.171738,0.57
130.176801,0.58
130.178396,0.59
130.18452299999998,0.6
130.185768,0.61
130.197764,0.62
130.207733,0.63
130.210072,0.64
130.2136,0.65
130.218983,0.66
130.228195,0.67
130.24007600000002,0.68
130.245924,0.69
130.250381,0.7
130.25219299999998,0.71
130.25788599999998,0.72
130.26539,0.73
130.273484,0.74
130.281963,0.75
130.286612,0.76
130.291244,0.77
130.29890899999998,0.78
130.313475,0.79
130.31454100000002,0.8
130.32084999999998,0.81
130.333314,0.82
130.3363,0.83
130.346661,0.84
130.360662,0.85
130.36892799999998,0.86
130.37929,0.87
130.390727,0.88
130.39328899999998,0.89
130.41618899999997,0.9
130.44676099999998,0.91
130.459158,0.92
130.519307,0.93
130.53200800000002,0.94
130.570114,0.95
130.587086,0.96
130.645333,0.97
130.747707,0.98
130.824512,0.99
