write,1329627691,97,0
write,88160077,76,1
write,961625,19,2
write,65029868,15,3
write,508757,62,4
write,462421,26,5
write,441021,55,6
write,421518,69,7
write,62151541,92,8
write,501789,2,9
write,388796,78,10
write,369820,72,11
write,361003,92,12
write,415826,28,13
write,369344,20,14
write,361984,24,15
write,386344,36,16
write,385737,46,17
write,369970,94,18
write,176704550,70,19
write,438127,72,20
write,421510,39,21
write,371005,18,22
write,353195,20,23
write,378991,97,24
write,382550,94,25
write,428118,95,26
write,382594,21,27
write,176501214,43,28
write,485264,32,29
write,375405,52,30
write,364830,47,31
write,366400,51,32
write,403678,43,33
write,361643,17,34
write,386815,57,35
write,350306,1,36
write,429025,77,37
write,144637440,84,38
write,467661,92,39
write,352054,81,40
write,382674,19,41
write,377134,92,42
write,357833,56,43
write,372740,61,44
write,378273,40,45
write,373702,81,46
write,88440577,40,47
write,542996,51,48
write,358764,44,49
write,384979,46,50
write,350412,70,51
write,550282,42,52
write,385751,68,53
write,373458,8,54
write,360592,76,55
write,334936,66,56
write,100608865,30,57
write,365522,76,58
write,330775,98,59
write,309546,55,60
write,360646,27,61
write,307092,42,62
write,342626,86,63
write,325599,54,64
write,299597,17,65
write,338710,74,66
write,311791,52,67
write,140556708,57,68
write,364260,33,69
write,303815,66,70
write,340542,72,71
write,303078,21,72
write,317645,4,73
write,307076,55,74
write,310725,85,75
write,308769,62,76
write,337719,59,77
write,308444,22,78
write,309022,47,79
write,120510992,36,80
write,297144,60,81
write,318230,83,82
write,328935,56,83
write,357999,9,84
write,299139,44,85
write,321914,11,86
write,300642,64,87
write,296626,58,88
write,357862,41,89
write,331346,66,90
write,156488322,92,91
write,351534,43,92
write,341976,32,93
write,306391,44,94
write,310482,73,95
write,294042,77,96
write,380531,86,97
write,307339,31,98
write,300149,84,99
write,291197,8,100
write,334823,89,101
write,280734,68,102
write,104469656,85,103
write,319286,4,104
write,371906,11,105
write,310546,61,106
write,343131,30,107
write,320135,95,108
write,357619,36,109
write,307730,10,110
write,289795,58,111
write,311313,49,112
write,291661,27,113
write,303300,81,114
write,148588816,65,115
write,373482,22,116
write,440175,50,117
write,349761,70,118
write,288706,59,119
write,298121,72,120
write,319712,7,121
write,365851,60,122
write,341521,20,123
write,305163,67,124
write,108603386,99,125
write,322142,21,126
write,322952,74,127
write,364949,95,128
write,321122,98,129
write,296356,2,130
write,319105,49,131
write,308039,9,132
write,314668,46,133
write,342411,33,134
write,328801,2,135
write,289103,55,136
write,132519263,100,137
write,334424,41,138
write,319409,84,139
write,305887,92,140
write,312585,8,141
write,314465,34,142
write,313345,17,143
write,323359,16,144
write,296214,48,145
write,324407,14,146
write,285623,52,147
write,135746410,98,148
write,365547,13,149
write,348748,16,150
write,325514,70,151
write,288756,56,152
write,298150,88,153
write,313346,69,154
write,283691,74,155
write,302489,65,156
write,273214,63,157
write,321927,97,158
write,298806,16,159
write,277865,60,160
write,323598,22,161
write,304163,23,162
write,124440215,24,163
write,328856,7,164
write,344064,1,165
write,292566,59,166
write,306391,69,167
write,318206,52,168
write,329580,16,169
write,299288,85,170
write,290832,90,171
write,383378,68,172
write,323438,53,173
write,314415,40,174
write,144431065,31,175
write,332315,50,176
write,321670,22,177
write,307880,67,178
write,307232,30,179
write,339843,23,180
write,295784,14,181
write,280467,87,182
write,312967,52,183
write,320070,66,184
write,317742,46,185
write,290535,62,186
write,127455025,57,187
write,409968,98,188
write,360221,2,189
write,319839,74,190
write,305842,54,191
write,322028,17,192
write,311959,17,193
write,335880,60,194
write,304974,18,195
write,302412,36,196
write,331736,77,197
write,299464,32,198
write,320117,22,199
write,298474,84,200
write,176500676,21,201
write,375889,38,202
write,321646,45,203
write,301426,38,204
write,337224,97,205
write,313239,18,206
write,284926,58,207
write,321671,15,208
write,306299,6,209
write,321051,41,210
write,353924,4,211
write,315724,19,212
write,168860591,34,213
write,338467,49,214
write,341456,99,215
write,302105,59,216
write,287734,16,217
write,325534,29,218
write,283473,61,219
write,476150,52,220
write,349341,61,221
write,317983,14,222
write,70494077,17,223
write,307818,25,224
write,318858,82,225
write,308762,45,226
write,278546,92,227
write,406319,65,228
write,184743725,52,229
write,305556,34,230
write,389698,28,231
write,257520,70,232
write,329609,50,233
write,253156,42,234
write,286663,18,235
write,311249,87,236
write,320674,2,237
write,305016,79,238
write,280048,11,239
write,182090277,49,240
write,313511,9,241
write,314523,19,242
write,320316,74,243
write,51380514,75,244
write,313025,68,245
write,322860,96,246
write,319210,2,247
write,327722,80,248
write,305274,22,249
write,59901900,41,250
write,1784265,36,251
write,323602,94,252
write,348739,81,253
write,60698293,43,254
write,320124,43,255
write,323722,71,256
write,76381140,20,257
write,408620,80,258
write,301855,4,259
write,296021,51,260
write,294202,69,261
write,295075,88,262
write,322291,8,263
write,291871,7,264
write,301517,93,265
write,299206,63,266
write,331967,37,267
write,328507,37,268
write,315327,81,269
write,124607491,76,270
write,327434,44,271
write,394451,36,272
write,314531,25,273
write,366972,33,274
write,281412,43,275
write,335560,8,276
write,290017,4,277
write,278722,80,278
write,315295,64,279
write,289442,87,280
write,136447181,73,281
write,351452,90,282
write,322811,96,283
write,316033,40,284
write,338629,59,285
write,296258,25,286
write,307246,11,287
write,317416,21,288
write,329501,41,289
write,292542,20,290
write,309852,92,291
write,312504,44,292
write,124226653,15,293
write,313143,10,294
write,332062,71,295
write,302163,45,296
write,293927,70,297
write,275904,38,298
write,288125,36,299
write,315041,10,300
write,332057,16,301
write,290970,57,302
write,329544,65,303
write,305574,58,304
write,299020,39,305
write,120415403,21,306
write,313596,17,307
write,357863,56,308
write,393672,6,309
write,318518,74,310
write,302868,73,311
write,294186,74,312
write,302555,27,313
write,309715,59,314
write,310814,94,315
write,300328,75,316
write,327251,19,317
write,112418647,43,318
write,310695,26,319
write,312889,72,320
write,334958,15,321
write,322964,31,322
write,320909,10,323
write,309699,10,324
write,283444,52,325
write,319053,29,326
write,322654,88,327
write,275151,13,328
write,294299,8,329
write,124499044,35,330
write,311908,78,331
write,309977,68,332
write,296045,84,333
write,294966,27,334
write,307521,39,335
write,392046,84,336
write,294036,96,337
write,354218,35,338
write,280264,51,339
write,332885,88,340
write,306963,39,341
write,132465517,56,342
write,302852,18,343
write,305086,49,344
write,321562,28,345
write,318715,65,346
write,292199,85,347
write,307721,32,348
write,366963,23,349
write,319752,49,350
write,304152,46,351
write,294482,96,352
write,293194,29,353
write,128475906,21,354
write,292303,77,355
write,306728,25,356
write,316509,66,357
write,284620,41,358
write,341204,26,359
write,265883,15,360
write,296812,83,361
write,308536,98,362
write,298531,85,363
write,300490,85,364
write,316107,100,365
write,120420113,48,366
write,305775,31,367
write,319290,24,368
write,291436,74,369
write,302081,38,370
write,285549,60,371
write,355688,53,372
write,284194,66,373
write,321107,5,374
write,281438,24,375
write,297553,60,376
write,305496,94,377
write,124443942,79,378
write,352299,14,379
write,296322,82,380
write,294307,81,381
write,286928,28,382
write,293320,13,383
write,298247,30,384
write,369523,83,385
write,329178,39,386
write,313113,54,387
write,303858,67,388
write,294911,77,389
write,124395207,74,390
write,398016,41,391
write,327608,48,392
write,315124,12,393
write,295939,43,394
write,311003,91,395
write,313944,12,396
write,338946,95,397
write,300101,35,398
write,284571,17,399
write,311656,25,400
write,284482,88,401
write,112416772,92,402
write,392347,56,403
write,349975,83,404
write,286693,83,405
write,307111,45,406
write,323355,55,407
write,286079,90,408
write,297515,91,409
write,324770,61,410
write,291159,78,411
write,364095,24,412
write,338274,38,413
write,112414686,95,414
write,336324,80,415
write,328125,16,416
write,304038,44,417
write,292459,8,418
write,328873,8,419
write,294571,5,420
write,304414,34,421
write,286948,14,422
write,362809,26,423
write,285985,69,424
write,342539,91,425
write,120405744,19,426
write,355915,49,427
write,350683,11,428
write,308954,96,429
write,290628,31,430
write,297579,20,431
write,302546,98,432
write,298887,92,433
write,314281,46,434
write,289134,23,435
write,331193,49,436
write,286064,87,437
write,292559,23,438
write,112425908,15,439
write,328112,19,440
write,314013,3,441
write,311035,15,442
write,304432,18,443
write,335134,83,444
write,334982,52,445
write,295665,7,446
write,307543,23,447
write,298444,61,448
write,314200,39,449
write,313814,69,450
write,124546447,11,451
write,317708,18,452
write,312212,36,453
write,284920,81,454
write,301634,45,455
write,279236,38,456
write,312969,55,457
write,291626,23,458
write,311263,98,459
write,300072,50,460
write,308780,27,461
write,298119,13,462
write,112451823,20,463
write,338814,77,464
write,281898,24,465
write,309074,42,466
write,313491,58,467
write,307851,5,468
write,277128,51,469
write,319806,73,470
write,298506,3,471
write,288132,15,472
write,365652,50,473
write,279488,96,474
write,112504185,56,475
write,335906,73,476
write,294913,93,477
write,303854,50,478
write,272122,30,479
write,317614,96,480
write,287067,88,481
write,305516,86,482
write,291795,6,483
write,290797,32,484
write,436448,75,485
write,277837,13,486
write,112479078,85,487
write,323542,98,488
write,317749,66,489
write,278462,78,490
write,316223,60,491
write,310037,24,492
write,302832,34,493
write,316534,24,494
write,280361,14,495
write,287323,27,496
write,298158,79,497
write,286831,58,498
write,124405944,69,499
write,386613,30,500
write,294918,4,501
write,303365,94,502
write,307169,76,503
write,300042,25,504
write,349815,17,505
write,337631,65,506
write,306209,1,507
write,299059,3,508
write,306880,87,509
write,307917,99,510
write,112378580,89,511
write,419509,88,512
write,290927,19,513
write,303869,39,514
write,292608,47,515
write,314548,5,516
write,285651,80,517
write,292981,82,518
write,318622,41,519
write,269960,91,520
write,344255,44,521
write,281714,8,522
write,296102,85,523
write,128601613,17,524
write,337517,67,525
write,300106,17,526
write,290071,67,527
write,305762,43,528
write,291915,99,529
write,355560,40,530
write,290762,89,531
write,311746,41,532
write,280977,30,533
write,312483,9,534
write,124438628,92,535
write,386797,94,536
write,284231,76,537
write,283021,37,538
write,306873,100,539
write,302019,76,540
write,308535,28,541
write,292586,56,542
write,275652,14,543
write,276011,53,544
write,312838,45,545
write,292909,78,546
write,294761,8,547
write,116470395,68,548
write,352623,86,549
write,286065,12,550
write,334866,33,551
write,291418,74,552
write,324491,43,553
write,279105,55,554
write,290261,34,555
write,295126,61,556
write,297030,28,557
write,288624,80,558
write,283272,58,559
write,124476415,17,560
write,326735,33,561
write,312604,89,562
write,308752,94,563
write,311090,13,564
write,299974,78,565
write,310727,45,566
write,287820,86,567
write,292988,84,568
write,309409,48,569
write,313357,17,570
write,305614,59,571
write,108434956,67,572
write,396061,73,573
write,289967,97,574
write,320864,72,575
write,314495,38,576
write,279422,25,577
write,352776,72,578
write,300108,88,579
write,295861,46,580
write,305464,19,581
write,290952,37,582
write,289587,25,583
write,287246,47,584
write,419457,80,585
write,297503,84,586
write,304348,80,587
write,298181,18,588
write,300323,87,589
write,338411,63,590
write,292114,16,591
write,332990,38,592
write,300586,90,593
write,411308,42,594
write,292532,23,595
write,120546862,84,596
write,304530,25,597
write,304526,67,598
write,301861,1,599
write,282644,87,600
write,281092,58,601
write,321891,85,602
write,290239,8,603
write,300727,12,604
write,323046,47,605
write,303300,68,606
write,292110,82,607
write,120344464,21,608
write,380225,3,609
write,305008,38,610
write,330796,84,611
write,294320,66,612
write,322338,15,613
write,316563,49,614
write,332705,93,615
write,275636,1,616
write,306584,86,617
write,277402,1,618
write,313574,100,619
write,336853,74,620
write,120510184,92,621
write,298699,77,622
write,327872,88,623
write,322807,23,624
write,289439,43,625
write,306767,62,626
write,293947,43,627
write,340148,48,628
write,299069,2,629
write,307739,70,630
write,291945,95,631
write,313991,12,632
write,112505440,8,633
write,282935,22,634
write,325787,60,635
write,286654,24,636
write,296937,45,637
write,324680,61,638
write,309537,45,639
write,275240,35,640
write,283429,100,641
write,306108,77,642
write,294501,18,643
write,308201,6,644
write,124187733,69,645
write,387277,80,646
write,329650,30,647
write,279111,85,648
write,297518,68,649
write,314252,92,650
write,313379,51,651
write,310813,9,652
write,291463,5,653
write,282830,63,654
write,295445,57,655
write,314204,84,656
write,258241,87,657
write,120465240,17,658
write,315930,93,659
write,312416,52,660
write,286548,82,661
write,304758,63,662
write,299980,43,663
write,289226,29,664
write,306894,91,665
write,294064,92,666
write,269717,55,667
write,317244,14,668
write,306275,95,669
write,124479492,56,670
write,376182,21,671
write,305030,9,672
write,286507,3,673
write,297781,13,674
write,281179,26,675
write,267647,63,676
write,298410,1,677
write,272650,35,678
write,329915,84,679
write,310456,97,680
write,288855,81,681
write,265737,54,682
write,120540361,21,683
write,346369,4,684
write,322925,28,685
write,315014,40,686
write,274478,58,687
write,297327,100,688
write,307302,75,689
write,302128,99,690
write,283184,72,691
write,376589,4,692
write,282855,75,693
write,321441,67,694
write,132491525,19,695
write,329268,98,696
write,287770,93,697
write,330245,42,698
write,297866,68,699
write,299470,61,700
write,365365,63,701
write,274854,71,702
write,284575,97,703
write,317299,2,704
write,295788,57,705
write,315272,71,706
write,148416597,9,707
write,314802,27,708
write,323346,62,709
write,312735,12,710
write,311126,99,711
write,285369,85,712
