write,1765504471101129518,9,0,1,863428
write,1765504471101601220,4,0,1,52132
write,1765504471101675794,18,0,1,953511
write,1765504471103282630,6,0,1,630371
write,1765504471103960993,3,0,1,256455
write,1765504471104685472,27,0,1,592873
write,1765504471104838593,21,0,1,317455
write,1765504471168471578,15,0,1,607872
write,1765504471168517796,26,0,1,744576
write,1765504471168572924,20,0,1,126277
write,1765504471168623231,2,0,1,424469
write,1765504471168671864,13,0,1,889157
write,1765504471168787428,17,0,1,187237
write,1765504471193848206,28,0,1,940598
write,1765504471193901786,24,0,1,313882
write,1765504471193956428,23,0,1,402051
write,1765504471194064048,7,0,1,888943
write,1765504471194133239,31,0,1,985965
write,1765504471194231953,8,0,1,447105
write,1765504471194566677,11,0,1,524103
write,1765504471195366747,5,0,1,507785
write,1765504471195770098,25,0,1,404411
write,1765504471196142120,19,0,1,705799
write,1765504471196334041,30,0,1,804234
write,1765504471196392437,10,0,1,511371
write,1765504471197005372,16,0,1,882335
write,1765504471197991372,0,0,1,91004
write,1765504471198036079,12,0,1,695090
write,1765504471198354259,22,0,1,695888
write,1765504471198540626,1,0,1,363976
write,1765504471198816418,29,0,1,915501
write,1765504471199345641,14,0,1,47070
write,1765504471201514675,32,0,1,96509
write,1765504471204036103,33,0,1,223085
write,1765504471252955337,34,0,1,386771
write,1765504471283387761,35,0,1,316274
write,1765504471283533094,36,0,1,341762
write,1765504471283792673,38,0,1,712280
write,1765504471283921002,37,0,1,504544
write,1765504471285801379,41,0,1,94727
write,1765504471285877671,39,0,1,189561
write,1765504471285993510,40,0,1,188029
write,1765504471287680423,43,0,1,681507
write,1765504471287890341,44,0,1,804635
write,1765504471288111400,42,0,1,570613
write,1765504471293162687,45,0,1,40594
write,1765504471337243627,46,0,1,35276
write,1765504471340213547,48,0,1,92078
write,1765504471341394253,47,0,1,15938
write,1765504471341466141,51,0,1,263044
write,1765504471341574687,49,0,1,153502
write,1765504471341966663,50,0,1,122570
write,1765504471376221020,53,0,1,208602
write,1765504471376309275,52,0,1,506284
write,1765504471376364877,57,0,1,374318
write,1765504471376657838,54,0,1,157101
write,1765504471377229966,56,0,1,326374
write,1765504471377383739,55,0,1,504567
write,1765504471378739282,61,0,1,432442
write,1765504471378897911,60,0,1,670326
write,1765504471379140374,58,0,1,740810
write,1765504471379429260,63,0,1,612633
write,1765504471379921600,59,0,1,414002
write,1765504471379976290,66,0,1,943680
write,1765504471380033485,62,0,1,586108
write,1765504471380489605,65,0,1,871026
write,1765504471380785905,64,0,1,959128
write,1765504471385401086,67,0,1,123325
write,1765504471388209020,68,0,1,506839
write,1765504471390513831,69,0,1,183978
write,1765504471390782843,70,0,1,369635
write,1765504471391802868,71,0,1,205099
write,1765504471392206202,72,0,1,140357
write,1765504471392460225,73,0,1,350458
write,1765504471395484851,74,0,1,555176
write,1765504471395840070,75,0,1,628258
write,1765504471399037186,76,0,1,467830
write,1765504471399692097,77,0,1,468059
write,1765504471439106186,78,0,1,145937
write,1765504471443024187,79,0,1,406729
write,1765504471445849812,80,0,1,345191
write,1765504471451570645,81,0,1,688921
write,1765504471452841946,82,0,1,392919
write,1765504471455080877,83,0,1,595567
write,1765504471473857182,85,0,1,30671
write,1765504471474495380,84,0,1,75770
write,1765504471475259246,86,0,1,9478
write,1765504471477052767,87,0,1,50989
write,1765504471480286981,88,0,1,216172
write,1765504471480898926,89,0,1,284784
write,1765504471481896732,90,0,1,124539
write,1765504471489388938,92,0,1,443950
write,1765504471489612661,91,0,1,183275
write,1765504471491192268,96,0,1,20112
write,1765504471491306284,95,0,1,601329
write,1765504471491336497,93,0,1,610042
write,1765504471491610539,94,0,1,88141
write,1765504471492484421,98,0,1,732411
write,1765504471492665196,97,0,1,750043
write,1765504471494467056,100,0,1,366932
write,1765504471494654928,99,0,1,99973
write,1765504471496170432,101,0,1,682397
write,1765504471496841966,102,0,1,781754
write,1765504471499446224,103,0,1,720957
write,1765504471499712246,104,0,1,659861
write,1765504471499810832,105,0,1,994857
write,1765504471499981392,106,0,1,868828
write,1765504471502130762,107,0,1,785994
write,1765504471504657909,108,0,1,894173
write,1765504471509589863,109,0,1,827555
write,1765504471543516896,110,0,1,259023
write,1765504471544653053,111,0,1,499543
write,1765504471547153738,112,0,1,235534
write,1765504471559989036,113,0,1,556655
write,1765504471564818077,114,0,1,490995
write,1765504471566456046,115,0,1,589473
write,1765504471576665421,116,0,1,298663
write,1765504471576720514,117,0,1,197025
write,1765504471581751732,118,0,1,400372
write,1765504471586077822,119,0,1,605727
write,1765504471587986624,120,0,1,427779
write,1765504471589745618,122,0,1,280158
write,1765504471589821612,121,0,1,518653
write,1765504471594474041,123,0,1,294691
write,1765504471596298843,124,0,1,42415
write,1765504471597591887,125,0,1,378743
write,1765504471598623739,126,0,1,450811
write,1765504471599327575,127,0,1,426764
write,1765504471599371185,128,0,1,330431
write,1765504471600188870,129,0,1,770727
write,1765504471601185447,130,0,1,374303
write,1765504471602096599,131,0,1,335577
write,1765504471603638260,132,0,1,733841
write,1765504471605220046,133,0,1,403073
write,1765504471606206536,134,0,1,654136
write,1765504471606376347,135,0,1,362331
write,1765504471607099964,136,0,1,562312
write,1765504471607860925,137,0,1,535248
write,1765504471608840550,138,0,1,443208
write,1765504471609657499,139,0,1,730946
write,1765504471610774252,140,0,1,817691
write,1765504471616148013,141,0,1,990344
write,1765504471640111717,142,0,1,83030
write,1765504471646243187,143,0,1,388736
write,1765504471656755874,144,0,1,799858
write,1765504471668593868,145,0,1,498049
write,1765504471671313688,146,0,1,346666
write,1765504471677858969,147,0,1,794009
write,1765504471678701572,148,0,1,258541
write,1765504471680924413,149,0,1,300439
write,1765504471686184665,150,0,1,881847
write,1765504471690555636,151,0,1,306741
write,1765504471691182824,153,0,1,344438
write,1765504471691529753,152,0,1,100753
write,1765504471692939894,154,0,1,8005
write,1765504471695686437,155,0,1,318452
write,1765504471698357345,156,0,1,117423
write,1765504471699582328,157,0,1,542891
write,1765504471700323604,159,0,1,589852
write,1765504471700384667,158,0,1,357782
write,1765504471703706662,160,0,1,356516
write,1765504471705058448,162,0,1,805869
write,1765504471705131325,161,0,1,132713
write,1765504471707396307,163,0,1,90072
write,1765504471708465057,164,0,1,399232
write,1765504471710664487,165,0,1,700379
write,1765504471711437797,166,0,1,611660
write,1765504471713842667,167,0,1,635619
write,1765504471715768971,168,0,1,982451
write,1765504471716720395,169,0,1,992149
write,1765504471718087182,170,0,1,527018
write,1765504471720713415,171,0,1,808515
write,1765504471731585359,172,0,1,790346
write,1765504471735067356,173,0,1,902685
write,1765504471739743068,174,0,1,277233
write,1765504471742978677,175,0,1,86259
write,1765504471768050576,176,0,1,90966
write,1765504471769922313,177,0,1,973339
write,1765504471778254122,178,0,1,323604
write,1765504471784925680,179,0,1,358085
write,1765504471785397318,180,0,1,718960
write,1765504471790123548,181,0,1,984568
write,1765504471792780565,182,0,1,475613
write,1765504471794002141,183,0,1,651904
write,1765504471795007313,184,0,1,311102
write,1765504471798867770,185,0,1,185625
write,1765504471799325648,186,0,1,510411
write,1765504471800398767,187,0,1,13616
write,1765504471801010174,188,0,1,570406
write,1765504471802825673,189,0,1,601237
write,1765504471804201217,190,0,1,659042
write,1765504471805994582,191,0,1,353882
write,1765504471806076823,192,0,1,48862
write,1765504471806348359,193,0,1,619840
write,1765504471807648633,194,0,1,380385
write,1765504471807765688,195,0,1,13828
write,1765504471809835145,196,0,1,6416
write,1765504471814271699,197,0,1,909642
write,1765504471817279371,198,0,1,865954
write,1765504471818822636,199,0,1,880977
write,1765504471820374521,200,0,1,542192
write,1765504471822498734,201,0,1,866653
write,1765504471827133332,202,0,1,677469
write,1765504471827180153,203,0,1,774650
write,1765504471828890268,204,0,1,193660
write,1765504471839636231,205,0,1,411997
write,1765504471839699039,206,0,1,84918
write,1765504471845542524,207,0,1,795835
write,1765504471873606649,208,0,1,449927
write,1765504471874953686,209,0,1,48200
write,1765504471875503173,210,0,1,600320
write,1765504471892302764,211,0,1,966822
write,1765504471893942401,212,0,1,250710
write,1765504471896609548,213,0,1,95349
write,1765504471899096289,214,0,1,468869
write,1765504471899360620,215,0,1,185084
write,1765504471899923742,216,0,1,495383
write,1765504471900852327,217,0,1,183975
write,1765504471903585057,218,0,1,138766
write,1765504471903753369,219,0,1,292647
write,1765504471903798858,220,0,1,437024
write,1765504471904636616,221,0,1,949003
write,1765504471905334072,222,0,1,425918
write,1765504471907791235,223,0,1,781810
write,1765504471908649514,224,0,1,529106
write,1765504471909179678,225,0,1,881922
write,1765504471911013996,226,0,1,525475
write,1765504471911714338,227,0,1,485796
write,1765504471912513705,228,0,1,267277
write,1765504471915522656,229,0,1,902552
write,1765504471921062150,230,0,1,548964
write,1765504471922906907,231,0,1,876384
write,1765504471923807304,232,0,1,649303
write,1765504471931186953,233,0,1,457080
write,1765504471935510923,234,0,1,391966
write,1765504471937443509,235,0,1,838759
write,1765504471938447377,236,0,1,868312
write,1765504471939357649,237,0,1,437901
write,1765504471947306648,238,0,1,617925
write,1765504471948019404,239,0,1,683384
write,1765504471978304181,240,0,1,175293
write,1765504471984174341,241,0,1,698305
write,1765504471985618053,242,0,1,979520
write,1765504471994991655,243,0,1,75346
write,1765504472002261456,244,0,1,488959
write,1765504472002870196,245,0,1,1811
write,1765504472003055177,246,0,1,76087
write,1765504472003262106,247,0,1,696979
write,1765504472004000042,248,0,1,865885
write,1765504472006187117,249,0,1,220063
write,1765504472007219248,250,0,1,180299
write,1765504472007625585,251,0,1,374887
write,1765504472008769419,252,0,1,282872
write,1765504472011340305,253,0,1,486254
write,1765504472013080060,254,0,1,531738
write,1765504472014361727,255,0,1,777656
write,1765504472014893627,256,0,1,366721
write,1765504472015292334,257,0,1,439088
write,1765504472016435692,258,0,1,718969
write,1765504472018681916,259,0,1,281584
write,1765504472020262581,260,0,1,194772
write,1765504472021417916,261,0,1,788755
write,1765504472021847051,262,0,1,841902
write,1765504472025408578,263,0,1,755128
write,1765504472029130712,264,0,1,623041
write,1765504472032747372,265,0,1,30656
write,1765504472036130768,266,0,1,337380
write,1765504472040207884,267,0,1,922759
write,1765504472042833816,268,0,1,796261
write,1765504472044632103,269,0,1,169899
write,1765504472045627382,270,0,1,495566
write,1765504472052938807,271,0,1,807035
write,1765504472090458257,272,0,1,939828
write,1765504472100218763,273,0,1,76386
write,1765504472104253996,274,0,1,220827
write,1765504472106564424,275,0,1,927352
write,1765504472107674125,276,0,1,929355
write,1765504472108692917,277,0,1,90609
write,1765504472110097253,278,0,1,381884
write,1765504472111659564,279,0,1,941733
write,1765504472113024710,280,0,1,154557
write,1765504472114280031,281,0,1,503173
write,1765504472114845372,282,0,1,751680
write,1765504472115696971,283,0,1,208286
write,1765504472117901215,284,0,1,819251
write,1765504472117934803,285,0,1,694039
write,1765504472118887242,286,0,1,608352
write,1765504472119173641,287,0,1,261753
write,1765504472119673796,288,0,1,8913
write,1765504472120910246,289,0,1,755283
write,1765504472122654256,290,0,1,575815
write,1765504472123854589,291,0,1,879332
write,1765504472126491801,292,0,1,164686
write,1765504472128505710,293,0,1,951740
write,1765504472128607367,294,0,1,506382
write,1765504472129536846,295,0,1,564184
write,1765504472131998259,296,0,1,964090
write,1765504472135317086,297,0,1,333769
write,1765504472136483581,298,0,1,582535
write,1765504472144457557,299,0,1,377888
write,1765504472151141021,300,0,1,830457
write,1765504472153406377,301,0,1,931176
write,1765504472156663970,302,0,1,821759
write,1765504472162491721,303,0,1,901098
write,1765504472200579738,304,0,1,625258
write,1765504472202246214,305,0,1,234926
write,1765504472206135935,306,0,1,263999
write,1765504472207193121,307,0,1,51108
write,1765504472211585540,308,0,1,601248
write,1765504472214791291,309,0,1,179077
write,1765504472216002047,310,0,1,200221
write,1765504472218986547,311,0,1,234076
write,1765504472219864578,312,0,1,552567
write,1765504472220419181,313,0,1,340382
write,1765504472221339192,314,0,1,263457
write,1765504472224123713,315,0,1,365797
write,1765504472224986584,316,0,1,799534
write,1765504472225406229,317,0,1,832338
write,1765504472232012862,318,0,1,556256
write,1765504472232689884,321,0,1,402297
write,1765504472233080935,320,0,1,408732
write,1765504472233575145,319,0,1,645908
write,1765504472234277478,322,0,1,797161
write,1765504472234816747,323,0,1,876670
write,1765504472234912198,324,0,1,975066
write,1765504472234971822,325,0,1,642136
write,1765504472236731123,326,0,1,235028
write,1765504472237745221,327,0,1,8032
write,1765504472238179208,328,0,1,545604
write,1765504472239611468,329,0,1,941342
write,1765504472240210136,330,0,1,890315
write,1765504472242839206,331,0,1,761045
write,1765504472245389444,332,0,1,49714
write,1765504472248731400,333,0,1,140469
write,1765504472252992024,334,0,1,128063
write,1765504472264920409,335,0,1,310079
write,1765504472301720031,336,0,1,15205
write,1765504472303580622,337,0,1,100021
write,1765504472308668984,338,0,1,498476
write,1765504472309000996,339,0,1,49134
write,1765504472310592718,340,0,1,385997
write,1765504472319677305,341,0,1,91096
write,1765504472319857165,342,0,1,552487
write,1765504472322792751,343,0,1,47253
write,1765504472325480004,344,0,1,167707
write,1765504472327050623,345,0,1,295458
write,1765504472328668784,346,0,1,677386
write,1765504472330723488,347,0,1,939391
write,1765504472332630126,348,0,1,364295
write,1765504472336552730,349,0,1,427179
write,1765504472337791075,351,0,1,705321
write,1765504472338079967,350,0,1,654616
write,1765504472338402843,352,0,1,84390
write,1765504472338893422,353,0,1,618128
write,1765504472340843026,354,0,1,547026
write,1765504472341078506,355,0,1,564738
write,1765504472341988175,356,0,1,607514
write,1765504472344168771,357,0,1,768349
write,1765504472344863393,358,0,1,700937
write,1765504472346820713,359,0,1,475136
write,1765504472347439642,360,0,1,648532
write,1765504472348454559,361,0,1,577703
write,1765504472350978159,362,0,1,676090
write,1765504472351546773,363,0,1,585556
write,1765504472352810082,364,0,1,633028
write,1765504472357563422,365,0,1,887375
write,1765504472359378511,366,0,1,32530
write,1765504472362187477,367,0,1,508305
write,1765504472400117930,368,0,1,68813
write,1765504472410575912,369,0,1,228293
write,1765504472413706928,370,0,1,649599
write,1765504472417463237,371,0,1,140132
write,1765504472418847977,372,0,1,442723
write,1765504472423229270,373,0,1,805053
write,1765504472423681265,374,0,1,53328
write,1765504472432981260,376,0,1,99773
write,1765504472433142686,375,0,1,13925
write,1765504472434429238,377,0,1,992076
write,1765504472436765458,378,0,1,352628
write,1765504472438965265,379,0,1,396942
write,1765504472440216435,380,0,1,447476
write,1765504472440332876,381,0,1,85319
write,1765504472442322324,383,0,1,450013
write,1765504472442725070,382,0,1,904600
write,1765504472445305924,384,0,1,958426
write,1765504472445895806,385,0,1,988638
write,1765504472446314456,386,0,1,137616
write,1765504472446913331,387,0,1,327053
write,1765504472451245721,388,0,1,667082
write,1765504472452209368,389,0,1,230195
write,1765504472454026587,390,0,1,96383
write,1765504472454495091,391,0,1,935406
write,1765504472455087415,393,0,1,910692
write,1765504472455252959,392,0,1,686816
write,1765504472456097070,395,0,1,42990
write,1765504472456406072,394,0,1,648181
write,1765504472458409691,396,0,1,900893
write,1765504472460207559,397,0,1,974753
write,1765504472461558705,398,0,1,831175
write,1765504472461769034,399,0,1,463114
write,1765504472506808957,400,0,1,356621
write,1765504472520218367,401,0,1,490397
write,1765504472523003703,402,0,1,179358
write,1765504472527547184,403,0,1,726186
write,1765504472528069037,404,0,1,793626
write,1765504472532146126,405,0,1,334047
write,1765504472532503428,406,0,1,861866
write,1765504472535064792,407,0,1,744335
write,1765504472541939775,408,0,1,799909
write,1765504472543841864,409,0,1,655676
write,1765504472545514407,410,0,1,600034
write,1765504472545840263,412,0,1,163131
write,1765504472546068371,411,0,1,217037
write,1765504472547586994,413,0,1,577618
write,1765504472547669184,414,0,1,304676
write,1765504472549371857,415,0,1,601
write,1765504472550771256,416,0,1,92754
write,1765504472551737429,417,0,1,322911
write,1765504472552860464,418,0,1,790564
write,1765504472553464469,419,0,1,774771
write,1765504472554456838,420,0,1,480797
write,1765504472554995114,422,0,1,424876
write,1765504472555160262,421,0,1,731759
write,1765504472558576611,423,0,1,774433
write,1765504472558909578,424,0,1,668160
write,1765504472559162799,425,0,1,291883
write,1765504472561898751,427,0,1,805964
