write,259369866,66,0
write,245376085,71,1
write,24177233,100,2
write,26387410,55,3
write,363438,85,4
write,346332,1,5
write,293902,56,6
write,318038,24,7
write,300566,71,8
write,56840907,42,9
write,596271,41,10
write,547351,49,11
write,561387,91,12
write,693433,42,13
write,533685,39,14
write,68597245,28,15
write,508121,87,16
write,441076,16,17
write,343862,86,18
write,352979,30,19
write,322890,20,20
write,434396,48,21
write,438110,73,22
write,398471,39,23
write,335441,86,24
write,72502290,10,25
write,379703,4,26
write,329248,24,27
write,309994,77,28
write,344563,78,29
write,382165,44,30
write,310864,18,31
write,319342,75,32
write,326942,64,33
write,354124,73,34
write,343989,80,35
write,44449847,3,36
write,327697,98,37
write,346911,21,38
write,346363,57,39
write,371946,83,40
write,296990,1,41
write,376144,49,42
write,331729,13,43
write,316552,37,44
write,377839,7,45
write,344901,69,46
write,64486892,44,47
write,347876,49,48
write,347491,85,49
write,336646,96,50
write,330311,8,51
write,325577,80,52
write,407116,12,53
write,350057,73,54
write,319959,36,55
write,364061,49,56
write,307836,74,57
write,64453985,99,58
write,342448,48,59
write,364049,60,60
write,313531,50,61
write,384323,29,62
write,295118,93,63
write,313841,47,64
write,311055,32,65
write,366420,30,66
write,344598,99,67
write,284565,97,68
write,72373217,19,69
write,364985,47,70
write,339061,67,71
write,394449,77,72
write,318047,88,73
write,317188,91,74
write,358345,47,75
write,339209,64,76
write,294762,81,77
write,308187,62,78
write,301753,91,79
write,351124,17,80
write,60424371,43,81
write,346148,32,82
write,350298,19,83
write,355897,38,84
write,372308,65,85
write,338466,19,86
write,352622,20,87
write,317362,38,88
write,312474,6,89
write,5301638,92,90
write,361034,49,91
write,322516,69,92
write,340181,7,93
write,356628,94,94
write,317058,66,95
write,300592,1,96
write,328524,33,97
write,320683,28,98
write,310435,45,99
write,317600,45,100
write,100519564,56,101
write,368108,30,102
write,321191,91,103
write,310096,58,104
write,304785,57,105
write,328349,100,106
write,381988,74,107
write,314893,13,108
write,341832,12,109
write,366100,84,110
write,300305,56,111
write,56478333,7,112
write,357901,23,113
write,303006,40,114
write,356832,82,115
write,322281,30,116
write,303879,54,117
write,322427,58,118
write,333322,14,119
