write,1765560258827533090,2,0,1,24,1
write,1765560258827979681,3,0,1,32,1
write,1765560258828134934,0,0,1,28,1
write,1765560258828699788,1,0,1,37,1
write,1765560258833438652,4,0,1,65,1
write,1765560258833581406,5,0,1,12,1
write,1765560258834250171,6,1,2,62,1
write,1765560258834808940,7,0,1,83,1
write,1765560258836679071,8,0,1,14,1
write,1765560258837510939,9,1,2,65,1
write,1765560258839490160,11,0,1,98,1
write,1765560258840105162,10,0,1,81,0
write,1765560258840840026,12,0,1,60,1
write,1765560258841589802,13,0,1,63,1
write,1765560258844548754,14,0,1,56,1
write,1765560258844853773,16,1,2,83,1
write,1765560258846147742,17,0,1,34,1
write,1765560258847282791,15,0,1,11,0
write,1765560258849378258,19,0,1,26,1
write,1765560258849999207,20,1,2,13,1
write,1765560258850471173,18,0,1,23,0
write,1765560258851400886,21,1,2,28,1
write,1765560258852951955,22,1,2,7,1
write,1765560258854015640,24,1,2,32,1
write,1765560258854189031,23,0,1,30,1
write,1765560258855340458,25,0,1,35,1
write,1765560258856522473,26,1,2,45,1
write,1765560258857346715,28,0,1,95,1
write,1765560258858061708,27,1,2,24,1
write,1765560258859691471,30,1,2,99,1
write,1765560258860919506,29,0,1,70,0
write,1765560258861360884,32,1,2,37,1
write,1765560258861620717,31,0,1,68,1
write,1765560258864553857,35,1,2,64,1
write,1765560258864597252,34,1,2,14,1
write,1765560258865202761,33,0,1,74,0
write,1765560258866002707,36,1,2,81,1
write,1765560258868420389,38,1,2,63,1
write,1765560258868768127,39,2,3,62,1
write,1765560258869274150,40,1,2,38,1
write,1765560258869497553,37,0,1,89,0
write,1765560258871574689,41,2,3,98,1
write,1765560258872763854,44,0,1,87,1
write,1765560258873097448,43,1,2,56,1
write,1765560258873509347,42,0,1,69,0
write,1765560258876656262,46,2,3,7,1
write,1765560258877106629,45,0,1,31,0
write,1765560258877882477,47,0,1,77,0
write,1765560258878336266,48,1,2,77,0
write,1765560258881329580,49,0,1,22,0
write,1765560258883182434,50,0,1,33,0
write,1765560258883554116,51,0,1,54,0
write,1765560258884328120,52,0,1,93,0
write,1765560258886838813,53,0,1,47,1
write,1765560258888792203,54,0,1,76,0
write,1765560258890711547,55,0,1,2,0
write,1765560258890766956,56,0,1,6,0
write,1765560258892401522,57,1,2,87,0
write,1765560258893702234,58,0,1,1,0
write,1765560258896047165,59,1,2,76,0
write,1765560258896150134,60,0,1,25,0
write,1765560258896462578,61,3,3,14,1
write,1765560258896778868,62,0,1,16,1
write,1765560258898970484,63,1,2,93,1
write,1765560258899545138,66,2,3,45,1
write,1765560258899724278,65,1,2,60,1
write,1765560258900994572,64,0,1,86,0
write,1765560258902276384,67,0,1,51,1
write,1765560258903649772,69,0,1,82,0
write,1765560258904053793,68,0,1,49,0
write,1765560258904611307,70,4,4,7,1
write,1765560258906175105,71,0,1,27,0
write,1765560258907469501,72,0,1,17,0
write,1765560258908242678,73,3,3,93,1
write,1765560258909407212,74,0,1,94,0
write,1765560258910559427,75,0,1,75,0
write,1765560258911823310,76,1,2,95,0
write,1765560258913330380,77,0,1,4,0
write,1765560258914213810,79,0,1,55,1
write,1765560258914431348,78,3,3,77,0
write,1765560258916123849,80,0,1,43,0
write,1765560258916433527,81,1,2,12,1
write,1765560258917384691,82,1,2,33,1
write,1765560258918225500,83,3,3,87,1
write,1765560258919010144,84,1,2,11,1
write,1765560258920380911,86,1,2,43,1
write,1765560258920436625,85,3,3,33,1
write,1765560258921344432,87,4,4,45,1
write,1765560258922188488,88,0,1,3,0
write,1765560258923287973,89,3,3,43,1
write,1765560258924649132,90,1,2,35,0
write,1765560258924836984,92,3,3,63,1
write,1765560258926221530,91,0,1,91,0
write,1765560258927269099,93,0,1,5,0
write,1765560258927867176,94,1,2,70,1
write,1765560258929149716,96,6,4,93,1
write,1765560258929474148,95,0,1,78,0
write,1765560258930665150,97,10,5,93,1
write,1765560258931521493,98,1,2,2,0
write,1765560258932631035,100,3,3,56,1
write,1765560258933347757,99,3,3,2,0
write,1765560258934443707,102,3,3,12,1
write,1765560258934991838,101,0,1,57,0
write,1765560258936130684,103,0,1,39,0
write,1765560258937292717,105,3,3,11,1
write,1765560258937640197,104,1,2,25,0
write,1765560258937750632,106,4,4,62,1
write,1765560258940302522,108,6,4,87,1
write,1765560258940706754,107,1,2,89,0
write,1765560258941077187,109,6,4,56,1
write,1765560258941197783,110,3,3,35,1
write,1765560258943403293,111,2,3,13,1
write,1765560258944982070,114,3,3,65,1
write,1765560258945238320,112,1,2,3,0
write,1765560258945286137,113,0,1,58,0
write,1765560258946621532,115,10,5,87,1
write,1765560258949597710,116,3,3,89,0
write,1765560258949688802,117,0,1,85,0
write,1765560258950342085,118,1,2,22,0
write,1765560258951490306,119,1,2,58,0
write,1765560258953272658,121,6,4,12,1
write,1765560258953983237,120,0,1,92,0
write,1765560258954810889,122,0,1,66,0
write,1765560258955472403,123,0,1,72,0
write,1765560258956191951,124,2,3,99,1
write,1765560258957638666,125,1,2,69,0
write,1765560258958848908,127,0,1,53,0
write,1765560258959050870,126,1,2,4,0
write,1765560258959239222,128,7,5,7,1
write,1765560258961558232,130,1,2,73,1
write,1765560258961740461,129,0,1,9,0
write,1765560258963934747,132,0,1,46,0
write,1765560258964192675,131,1,2,49,0
write,1765560258964227278,133,1,2,72,1
write,1765560258968110600,134,6,4,2,0
write,1765560258968478093,136,4,4,13,1
write,1765560258969424917,135,0,1,79,0
write,1765560258970304897,137,0,1,59,0
write,1765560258971062386,138,1,2,86,1
write,1765560258972201751,139,15,6,93,1
write,1765560258972273456,140,2,3,38,1
write,1765560258973552275,141,3,3,72,1
write,1765560258974593432,142,0,1,90,0
write,1765560258975332162,143,2,3,64,1
write,1765560258975425687,144,8,6,45,1
write,1765560258977269348,146,1,2,51,1
write,1765560258977942210,145,1,2,1,0
write,1765560258978714065,147,1,2,27,1
write,1765560258980226133,148,3,3,25,0
write,1765560258980770194,149,4,4,38,1
write,1765560258982941394,151,0,1,61,0
write,1765560258982997174,150,10,5,2,0
write,1765560258983471555,152,10,5,56,1
write,1765560258983998147,153,4,4,64,1
write,1765560258986227497,155,1,2,40,1
write,1765560258987014409,156,1,2,52,1
write,1765560258987521732,154,0,1,10,0
write,1765560258988737613,157,1,2,47,0
write,1765560258989351037,158,3,3,22,1
write,1765560258991149647,159,1,2,39,0
write,1765560258991811232,160,0,1,36,0
write,1765560258992364665,161,1,2,79,0
write,1765560258992695486,162,6,4,25,1
write,1765560258994682496,164,3,3,27,1
write,1765560258994804584,163,1,2,68,0
write,1765560258995874090,165,12,7,35,1
write,1765560258996668650,166,0,1,80,0
write,1765560258998457271,167,1,2,85,0
write,1765560258998660445,169,3,3,86,1
write,1765560259000482943,168,1,2,90,0
write,1765560259000705213,170,1,2,23,0
write,1765560259001980709,171,6,4,14,1
write,1765560259002210339,172,13,8,62,1
write,1765560259004185624,174,6,4,33,1
write,1765560259004556634,173,0,1,100,0
write,1765560259006386953,176,7,5,38,1
write,1765560259007188977,175,3,3,1,0
write,1765560259009283270,177,4,4,52,1
write,1765560259009352112,178,4,4,99,1
write,1765560259012504727,179,3,3,3,0
write,1765560259013990204,180,3,3,23,0
write,1765560259015282353,181,0,1,97,0
write,1765560259015510736,182,2,3,17,0
write,1765560259017487147,184,1,2,75,1
write,1765560259017920361,183,3,3,76,0
write,1765560259019115451,185,0,1,67,0
write,1765560259020150023,186,1,2,9,0
write,1765560259021637963,188,1,2,57,0
write,1765560259022579051,187,3,3,4,0
write,1765560259023589322,189,3,3,47,0
write,1765560259024208409,190,0,1,8,0
write,1765560259025008469,191,3,3,60,1
write,1765560259026644798,193,4,4,17,1
write,1765560259026963681,192,6,4,4,0
write,1765560259027380653,194,10,5,12,1
write,1765560259028618449,195,1,2,92,0
write,1765560259029556252,196,6,4,60,1
write,1765560259030634198,198,5,5,52,1
write,1765560259031440709,197,1,2,80,0
write,1765560259031811225,199,10,5,33,1
write,1765560259033434916,200,15,6,33,1
write,1765560259034921502,201,1,2,16,0
write,1765560259034991850,202,12,7,62,1
write,1765560259035135526,203,3,3,90,1
write,1765560259037220185,204,15,6,12,1
write,1765560259038570036,205,11,6,38,1
write,1765560259038808637,206,15,6,56,1
write,1765560259039205337,207,6,4,90,1
write,1765560259041567259,208,0,1,84,0
write,1765560259041759566,209,3,3,83,1
write,1765560259043003382,210,6,4,27,1
write,1765560259043093207,211,0,1,96,0
write,1765560259044383166,212,1,2,78,1
write,1765560259045913805,213,3,3,70,0
write,1765560259046190739,214,3,3,32,1
write,1765560259046395543,215,10,5,4,1
write,1765560259048884312,217,1,2,55,1
write,1765560259049052159,216,6,4,23,0
write,1765560259050330406,218,3,3,24,0
write,1765560259050482848,219,3,3,37,0
write,1765560259052895220,220,0,1,19,0
write,1765560259053624792,221,1,2,94,0
write,1765560259054732257,223,1,2,100,0
write,1765560259055098388,222,2,3,73,0
write,1765560259056898955,225,10,5,14,1
write,1765560259057400709,224,6,4,1,0
write,1765560259058193892,226,16,7,38,1
write,1765560259058368295,227,3,3,92,1
write,1765560259060078038,228,3,3,55,1
write,1765560259060373149,229,6,4,32,1
write,1765560259061695082,230,17,8,62,1
write,1765560259062333623,231,1,2,96,0
write,1765560259063285526,232,10,5,27,1
write,1765560259063685538,233,4,4,98,1
write,1765560259065465800,234,0,1,18,0
write,1765560259066939624,235,1,2,61,0
write,1765560259067569485,236,0,1,44,0
write,1765560259068429130,237,1,2,82,0
write,1765560259069690410,238,3,3,16,0
write,1765560259070514996,239,11,6,7,1
write,1765560259071402662,240,1,2,59,0
write,1765560259072509387,241,1,2,74,0
write,1765560259074451541,242,3,3,82,0
write,1765560259074863737,243,8,6,52,1
write,1765560259076482926,244,1,2,54,0
write,1765560259077495665,245,3,3,57,0
write,1765560259078283025,246,0,1,71,0
write,1765560259079012131,247,1,2,10,0
write,1765560259079733418,248,6,4,65,1
write,1765560259080228034,249,7,5,17,1
write,1765560259081911664,251,16,7,7,1
write,1765560259082585495,250,6,4,57,0
write,1765560259083264576,253,6,4,11,1
write,1765560259084641397,252,4,4,10,0
write,1765560259086202974,254,2,3,84,0
write,1765560259087472512,257,3,3,28,1
write,1765560259087572772,255,0,1,29,0
write,1765560259087987800,256,1,2,18,0
write,1765560259090534062,258,0,1,41,0
write,1765560259091565384,259,15,6,87,1
write,1765560259092170662,261,22,8,38,1
write,1765560259093170543,260,6,4,89,0
write,1765560259093587868,262,4,4,73,1
write,1765560259094976685,263,3,3,94,1
write,1765560259096793757,264,0,1,15,0
write,1765560259096971713,265,6,4,83,1
write,1765560259097384853,266,2,3,34,1
write,1765560259099044833,267,6,4,72,0
write,1765560259101354399,268,3,3,95,0
